DATABASE;Antibiotic.Class;GENE;ACCESSION;Standard.Gene.Name;Antibiotic.Gene.Family;Disinfecting.Agent;Metal.resistance;Mechanism
MEGARes;beta-lactam;OXA;MEG_4750;OXA-347;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_5062;OXA-362;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_5063;OXA-363;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_5259;OXA-58;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_5261;OXA-58;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_4651;OXA-609;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_4425;OXA-646;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_4679;OXA-648;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_4741;OXA-85;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_8382;OXA-917;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_8423;OXA-981;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;OXA;MEG_4806;OXA-999;OXA beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;PBP2;MEG_5400;PBP2;Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics;;;antibiotic target replacement
MEGARes;beta-lactam;PBP4B;MEG_5409;PDC-391;PDC beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;PER;MEG_5769;PER-2;PER beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;PME;MEG_5793;PME-1;PME beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;ROB;MEG_6080;ROB-1;ROB beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;ROB;MEG_8668;ROB-12;ROB beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;ROB;MEG_6078;ROB-2;ROB beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;TEM;MEG_6909;TEM-1;TEM beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;TEM;MEG_6875;TEM-1/TEM-2;TEM beta-lactamase;;;antibiotic inactivation
MEGARes;beta-lactam;TUS;MEG_7326;TUS-1;TUS beta-lactamase;;;antibiotic inactivation
MEGARes;broad-spectrum efflux pump;ACRA;MEG_399;Ecol_acrA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ACRB;MEG_401;acrB;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ACRD;MEG_404;acrD;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;metal;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ACRD;MEG_407;acrD;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;metal;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ACRE;MEG_408;AcrE;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ACRF;MEG_409;AcrF;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ACRS;MEG_415;AcrS;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ASMA;MEG_1180;asmA;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;BAER;MEG_1192;baeR;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;metal;antibiotic efflux
MEGARes;broad-spectrum efflux pump;BAES;MEG_1193;baeS;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;metal;antibiotic efflux
MEGARes;broad-spectrum efflux pump;BCR;MEG_1210;bcr-1;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;BCRCM;MEG_1217;emrE;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;BEXA;MEG_1229;hmrM;multidrug and toxic compound extrusion (MATE) transporter;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CMR;MEG_1779;cmr;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2121;cpxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2115;cpxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2116;cpxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2118;cpxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2122;cpxR;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2117;Paer_CpxR;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CPXAR;MEG_2120;Paer_CpxR;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;CRP;MEG_2132;CRP;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;EVGS;MEG_2870;evgS;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;EVGS;MEG_2869;evgS;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;GADW;MEG_3081;gadW;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;GADX;MEG_3083;gadX;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;HNS;MEG_3271;H-NS;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;KDEA;MEG_3447;Ecol_mdfA;major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;KPN;MEG_3513;"	Kpne_KpnH";major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;KPNE;MEG_3514;Kpne_KpnE;small multidrug resistance (SMR) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;KPNF;MEG_3515;Kpne_KpnF;small multidrug resistance (SMR) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MARA;MEG_3662;marA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MARA;MEG_3661;marA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MARR;MEG_3663;marR;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MDFA;MEG_3737;Ecol_mdfA;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MDTE;MEG_3751;mdtE;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MDTF;MEG_3752;mdtF;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MDTI;MEG_3756;mdtI;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MDTJ;MEG_3757;mdtJ;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MDTM;MEG_3761;mdtM;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MEFC;MEG_3828;mef(C);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MEXC1;MEG_8247;MexC;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;MEXT;MEG_3934;MexT;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;OQXA;MEG_4333;oqxA;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;OQXB;MEG_4368;oqxB;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;OQXB;MEG_4364;oqxB;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACC;MEG_5825;qacG;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACEDELTA1;MEG_5829;qacEdelta1;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACF;MEG_5833;qacL;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACG;MEG_5846;qacG;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACG;MEG_5845;qacL;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACH;MEG_5847;qacH;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACH;MEG_8649;qacH;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACJ;MEG_5849;qacJ;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;QACK;MEG_5850;qacE;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;RAMA;MEG_6044;ramA;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;ROBA;MEG_6082;robA;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;metal;antibiotic efflux
MEGARes;broad-spectrum efflux pump;RSMA;MEG_8686;rsmA;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;SME;MEG_6521;smeD;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;SME;MEG_6522;smeE;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;SMR;MEG_6534;ykkC;small multidrug resistance (SMR) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;SOXS;MEG_6551;soxS;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;metal;antibiotic efflux
MEGARes;broad-spectrum efflux pump;VEXB;MEG_7669;MexW;resistance-nodulation-cell division (RND) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;broad-spectrum efflux pump;YAJC;MEG_8741;YajC;resistance-nodulation-cell division (RND) antibiotic efflux pump;;;antibiotic efflux
MEGARes;fluoroquinolone;EMRA;MEG_2722;emrA;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRA;MEG_2721;emrA;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRASM;MEG_2723;emrA;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRB;MEG_2725;emrB;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRBSM;MEG_2726;emrB;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRCSM;MEG_2727;emrB;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRR;MEG_2734;emrR;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;EMRRSM;MEG_2735;emrR;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;MDTH;MEG_3755;mdtH;major facilitator superfamily (MFS) antibiotic efflux pump;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;MDTK;MEG_3759;mdtK;multidrug and toxic compound extrusion (MATE) transporter;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;MDTK;MEG_3758;mdtK;multidrug and toxic compound extrusion (MATE) transporter;biocide;;antibiotic efflux
MEGARes;fluoroquinolone;QNRB;MEG_8654;QnrB6;quinolone resistant protein (qnr);;;antibiotic target protection
MEGARes;fluoroquinolone;QNRD;MEG_6013;QnrD1;quinolone resistant protein (qnr);;;antibiotic target protection
MEGARes;fluoroquinolone;QNRS;MEG_6020;QnrS1;quinolone resistance protein (qnr);;;antibiotic target protection
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2495;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2500;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2528;dfrA1;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2551;dfrA12;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2517;dfrA14;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2504;dfrA16;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2547;dfrA17;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_8068;dfrA36;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_8062;dfrA36;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRA;MEG_2553;dfrA8;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target alteration
MEGARes;folic acid synthesis inhibitors ;DFRD;MEG_2576;dfrD;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRD;MEG_2574;dfrD;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRF;MEG_2578;dfrF;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRG;MEG_2579;dfrG;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRK;MEG_2583;dfrK;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;DFRK;MEG_2581;dfrK;trimethoprim resistant dihydrofolate reductase dfr;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;RBPA;MEG_6047;RbpA;RbpA bacterial RNA polymerase-binding protein;;;antibiotic target protection
MEGARes;folic acid synthesis inhibitors ;SULI;MEG_6615;sul1;sulfomide resistant sul;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;SULI;MEG_6616;sul1;sulfomide resistant sul;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;SULII;MEG_6617;sul2;sulfomide resistant sul;;;antibiotic target replacement
MEGARes;folic acid synthesis inhibitors ;SULIII;MEG_6639;sul3;sulfomide resistant sul;;;antibiotic target replacement
MEGARes;fusidic acid;FUSD;MEG_3070;fusD;Target protecting FusB-type protein conferring resistance to Fusidic acid;;;antibiotic target protection
MEGARes;fusidic acid;FUSF;MEG_3072;FusF;Target protecting FusB-type protein conferring resistance to Fusidic acid;;;antibiotic target protection
MEGARes;glycopeptide;BLE;MEG_1460;bleO;Bleomycin resistant protein;;;antibiotic inactivation
MEGARes;glycopeptide;VAN;MEG_7334;vanU_in_vanG_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANG;MEG_7397;vanG;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANG;MEG_7396;vanXY_in_vanG;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANHB;MEG_7417;vanH_in_vanB_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANRB;MEG_7460;vanR_in_vanB_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANRG;MEG_7481;vanR_in_vanG_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANRO;MEG_7485;vanR_in_vanO_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANRS;MEG_8725;vanR_in_vanO_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANSB;MEG_7496;vanS_in_vanB_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANSG;MEG_7513;vanS_in_vanG_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANTG;MEG_7532;vanT_in_vanG_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANWB;MEG_7540;vanW_in_vanB_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANWG;MEG_7543;vanW_in_vanG_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANYB;MEG_7598;vanY_in_vanB_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;glycopeptide;VANYG;MEG_7614;vanY_in_vanG_cl;glycopeptide resistance gene cluster ;;;antibiotic target alteration
MEGARes;MLS;ANT3-DPRIME;MEG_826;msr(G);msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;CFR;MEG_1679;cfrC;Cfr 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;CFR;MEG_1680;cfrC;Cfr 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERED;MEG_2754;EreD;macrolide esterase;;;antibiotic inactivation
MEGARes;MLS;ERM;MEG_2756;Erm(35);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERM;MEG_2765;Erm(43);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERM;MEG_2770;Erm(45);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERM;MEG_2768;Erm(47);Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERM;MEG_2772;Erm(49);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERM51;MEG_8082;Erm(51);Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERM52;MEG_8083;Erm(52);Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2794;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2801;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2799;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2793;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2805;ErmB;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2798;ErmY;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMB;MEG_2800;vatE;streptogramin vat acetyltransferase;;;antibiotic inactivation
MEGARes;MLS;ERMC;MEG_2808;ErmC;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMC;MEG_2822;ErmC;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMC;MEG_2821;ErmC;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMF;MEG_2832;ErmF;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMF;MEG_2833;ErmF;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMG;MEG_2834;ErmG;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMG;MEG_2835;ErmG;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMQ;MEG_2841;ErmQ;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMQ;MEG_2842;ErmQ;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMT;MEG_2847;ErmT;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMT;MEG_2848;ErmT;Erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMX;MEG_2860;ErmX;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;ERMX;MEG_2857;ErmX;Erm 23S ribosomal RNA methyltransferase;;;antibiotic target alteration
MEGARes;MLS;LNUA;MEG_3608;lnuA;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
MEGARes;MLS;LNUA;MEG_3606;lnuA;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
MEGARes;MLS;LNUA;MEG_3604;lnuA;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
MEGARes;MLS;LNUC;MEG_3610;lnuC;lincosamide nucleotidyltransferase;;;antibiotic inactivation
MEGARes;MLS;LNUC;MEG_3611;lnuD;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
MEGARes;MLS;LNUF;MEG_3615;lnuF;lincosamide nucleotidyltransferase (LNU);;;antibiotic inactivation
MEGARes;MLS;LNUG;MEG_3620;lnuG;lincosamide nucleotidyltransferase;;;antibiotic inactivation
MEGARes;MLS;LNUP;MEG_3621;lnuP;lincosamide nucleotidyltransferase;;;antibiotic inactivation
MEGARes;MLS;LSA;MEG_3641;lsaE;lsa-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;LSAB;MEG_3646;lsaB;lsa-type ABC-F protein;;;antibiotic target alteration
MEGARes;MLS;LSAE;MEG_3648;lnuB;lincosamide nucleotidyltransferase;;;antibiotic inactivation
MEGARes;MLS;MEFA;MEG_3813;mel;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MEFA;MEG_3815;mel;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MEFA;MEG_3817;mel;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MEFA;MEG_3809;mel;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MEFA;MEG_3824;mel;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MEFA;MEG_3819;mel;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MEFE;MEG_3830;Mef(En2);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;MLS;MEFF;MEG_8244;mef(F);major facilitator superfamily (MFS) antibiotic efflux pump;;;antibiotic efflux
MEGARes;MLS;MPHA;MEG_4030;mphA;macrolide phosphotransferase (MPH);;;antibiotic inactivation
MEGARes;MLS;MPHB;MEG_4031;mphB;macrolide phosphotransferase;;;antibiotic inactivation
MEGARes;MLS;MPHB;MEG_4033;mphB;macrolide phosphotransferase;;;antibiotic inactivation
MEGARes;MLS;MPHC;MEG_4037;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
MEGARes;MLS;MPHC;MEG_4034;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
MEGARes;MLS;MPHC;MEG_4039;mphC;macrolide phosphotransferase (MPH);;;antibiotic inactivation
MEGARes;MLS;MPHE;MEG_4044;mphE;macrolide phosphotransferase;;;antibiotic inactivation
MEGARes;MLS;MPHG;MEG_4045;mphG;macrolide phosphotransferase (MPH);;;antibiotic inactivation
MEGARes;MLS;MPHN;MEG_4051;mphB;macrolide phosphotransferase;;;antibiotic inactivation
MEGARes;MLS;MPHO;MEG_4052;mphO;macrolide phosphotransferase (MPH);;;antibiotic inactivation
MEGARes;MLS;MSRA;MEG_4070;msrA;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MSRA;MEG_4068;msrA;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MSRD;MEG_4074;msrD;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MSRD;MEG_4073;msrD;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MSRE;MEG_4075;msrE;msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MSRG;MEG_8260;msr(G);msr-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;MVRC;MEG_4103;Ecol_emrE;small multidrug resistance (SMR) antibiotic efflux pump;;;antibiotic efflux
MEGARes;MLS;MYRA;MEG_4107;myrA;non-erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;RLMH;MEG_6058;RlmA;non-erm 23S ribosomal R methyltransferase;;;antibiotic target alteration
MEGARes;MLS;RPOB;MEG_8674;ado_rpoB_RIF;rifamycin-resistant beta-subunit of R polymerase (rpoB);;;antibiotic target alteration
MEGARes;MLS;SALA;MEG_6156;salA;sal-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;SALB;MEG_8688;salB;sal-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;SALC;MEG_8689;salC;sal-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;VATE;MEG_7626;vatE;streptogramin vat acetyltransferase;;;antibiotic inactivation
MEGARes;MLS;VGA;MEG_7679;vgaALC;vga-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;VGA;MEG_7682;vgaC;vga-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;VGA;MEG_7683;vgaE;vga-type ABC-F protein;;;antibiotic target protection
MEGARes;MLS;VGAE;MEG_7690;vgaE;vga-type ABC-F protein;;;antibiotic target protection
